"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Count
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2000"	"2000"	579
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2001"	"2001"	627
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2002"	"2002"	623
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2003"	"2003"	631
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2004"	"2004"	734
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2005"	"2005"	920
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2006"	"2006"	905
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2007"	"2007"	966
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2008"	"2008"	1064
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2009"	"2009"	1152
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2010"	"2010"	1121
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2011"	"2011"	1079
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"1999"	"1999"	51
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2000"	"2000"	56
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2001"	"2001"	71
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2002"	"2002"	70
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2003"	"2003"	85
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2004"	"2004"	73
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2005"	"2005"	52
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2006"	"2006"	55
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2007"	"2007"	60
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2008"	"2008"	74
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2009"	"2009"	72
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2010"	"2010"	91
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"2011"	"2011"	75
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"1999"	"1999"	914
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2000"	"2000"	889
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2001"	"2001"	1035
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2002"	"2002"	1056
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2003"	"2003"	1153
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2004"	"2004"	953
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2005"	"2005"	874
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2006"	"2006"	989
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2007"	"2007"	981
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2008"	"2008"	987
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2009"	"2009"	1185
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2010"	"2010"	1053
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2011"	"2011"	1059
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2001"	"2001"	382
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2003"	"2003"	329
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2004"	"2004"	399
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2005"	"2005"	388
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2006"	"2006"	447
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2007"	"2007"	447
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2008"	"2008"	447
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2009"	"2009"	474
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2010"	"2010"	475
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2011"	"2011"	557
	"Melanoma of the Skin"	"25010"	"California"	"06"	"1999"	"1999"	5561
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2000"	"2000"	5588
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2001"	"2001"	6059
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2002"	"2002"	6043
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2003"	"2003"	5958
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2004"	"2004"	6566
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2005"	"2005"	7160
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2006"	"2006"	6780
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2007"	"2007"	7327
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2008"	"2008"	7585
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2009"	"2009"	7483
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2010"	"2010"	7635
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2011"	"2011"	7735
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"1999"	"1999"	799
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2000"	"2000"	856
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2001"	"2001"	839
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2002"	"2002"	902
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2003"	"2003"	792
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2004"	"2004"	878
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2005"	"2005"	988
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2006"	"2006"	1102
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2007"	"2007"	997
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2008"	"2008"	1020
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2009"	"2009"	1125
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2010"	"2010"	1108
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2011"	"2011"	1118
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"1999"	"1999"	761
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2000"	"2000"	851
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2001"	"2001"	860
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2002"	"2002"	775
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2003"	"2003"	834
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2004"	"2004"	853
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2005"	"2005"	1025
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2006"	"2006"	967
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2007"	"2007"	910
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2008"	"2008"	912
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2009"	"2009"	940
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2010"	"2010"	938
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2011"	"2011"	863
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"1999"	"1999"	103
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2000"	"2000"	128
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2001"	"2001"	169
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2002"	"2002"	134
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2003"	"2003"	161
